22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;22-rdf-syntax-ns#type_6;22-rdf-syntax-ns#type_7;alias_0;birthDate_0;birthDate_1;birthPlace_0;birthPlace_1;birthPlace_2;birthPlace_3;country_0;country_1;dateOfBirth_0;description_0;ethnicity_0;ethnicity_1;eyeColor_0;gender_0;givenName_0;hairColor_0;id_0;id_1;name_0;name_1;name_2;name_3;numberOfFilms_0;occupation_0;placeOfBirth_0;placeOfBirth_1;shortDescription_0;surname_0;weight_0
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Wang Tianlin;1928-09-11;1927-09-11;China;Guangzhou;Shanghai;;China;People's_Republic_of_China;11;Singer;;;;;Tin-Lam;;;;Wong Tin-Lam;Wong, Tin-Lam;Tin-Lam Wong;Wong Tin-Lam;;Actor;China;Guangzhou;Singer;Wong;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1979-10-10;1979-10-10;Brunei;Bandar_Seri_Begawan;Brunei;;China;People's_Republic_of_China;10;Bruneian musician;Han_Chinese;;;;Chun;;3167317;;Wu Chun;Wu, Chun;Chun Wu;Wu Chun;;Actor;Brunei;;Bruneian musician;Wu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1968-09-05;1968-09-05;Beijing;Beijing;China;;China;People's_Republic_of_China;5;Chinese actor;;;;;Xiubo;;;;Wu Xiubo;Wu, Xiubo;Wu Xiubo;Wú Xiù Bō;;Actor;Beijing,  China;;Chinese actor;Wu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;吳劍秋;1922;;Shanghai;Ningbo;;;China;People's_Republic_of_China;1922;Chinese singer;;;;;Yingyin;;;;Wu Yingyin;Wu, Yingyin;Wu Yingyin;Yingyin Wu;;Actor;Shanghai;;Chinese singer;Wu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Wu Yue ();1976-04-25;1976-04-25;China;Hebei;Zhangjiakou;China;China;People's_Republic_of_China;25;Chinese actor;;;;;Yue;;41819;974597;Wu Yue;Wu, Yue;Ng4 Jyut6;Wu Yue;;Actor, martial artist, lyricist, singer;China;Hebei;Chinese actor;Wu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1961-10-27;;;;;;China;People's_Republic_of_China;1961;Singaporean actor;;;;;Yun;;;;Xiang Yun;Xiang, Yun;Xiang Yun;Xiàng Yún;;Actor;;;Singaporean actor;Xiang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Chanel , Corrine,Shuan;1989-11-07;1989-11-07;Republic_of_China;Taiwan;Taiwan_Province;Republic_of_China;China;People's_Republic_of_China;7;Taiwanese singer-actor;;;;;;;;;Xiao Man;Wang Jing Jiao;Xiao Man;王婧乔;;Actor;Republic_of_China;Taiwan;Taiwanese singer-actor;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1988-03-23;;China;People's_Republic_of_China;Qinghai;Xining;China;People's_Republic_of_China;1988;Chinese singer;;;;;Shunyao;;;;Xiao Shunyao;Xiao, Shunyao;Shunyao Xiao;Xiao Shunyao;;Actor;China;People's_Republic_of_China;Chinese singer;Xiao;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Vivian , Albee Adorabella , Gulilial Amit;1989-02-27;1989-02-27;Republic_of_China;Taiwan;Taiwan_Province;Republic_of_China;China;People's_Republic_of_China;27;Taiwanese singer;;;;;Xun;;;;Albee Huang;Xiao, Xun;Albee Huang;Huang Jing Yi;;Actor;Republic_of_China;Taiwan;Taiwanese singer;Xiao;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1981-05-07;;China;Kaiyuan,_Liaoning;China;Kaiyuan,_Liaoning;China;People's_Republic_of_China;1981;Chinese artist;;;;;;;;;Xiaoshenyang;Xiaoshenyang;Xiǎoshěnyáng;小沈阳;;Er_ren_zhuan;China;Kaiyuan,_Liaoning;Chinese artist;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Nana;1980-05-06;;;;;;China;People's_Republic_of_China;1980;Singer and actor;;;;;Na;;;;Xie Na;Xie, Na;Na Xie;Xie Na;;Actor;;;Singer and actor;Xie;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1937-07-13;1937-07-13;Beijing;China;Beijing;China;China;People's_Republic_of_China;13;Chinese actor;;;;;Huanshan;;31633;944632;Huanshan Xu;Xu Huan-Shan;Xu Huanshan;Xu, Huanshan;;Actor, director;Beijing;China;Chinese actor;Xu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1997-08-05;;China;Ningbo;Zhejiang;China;China;People's_Republic_of_China;1997;Chinese actor;;;;;Jiao;;;;Xu Jiao;Xu, Jiao;Jiao Xu;Xu Jiao;;Actress;China;Ningbo;Chinese actor;Xu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1974-04-16;;Beijing;China;People's_Republic_of_China;Beijing;China;People's_Republic_of_China;1974;Chinese actor-film director;;;;;Jinglei;;;;Xu Jinglei;Xu, Jinglei;Ceoi4 Zing6-leoi4;Jinglei Xu;;Actress, film director;Beijing;China;Chinese actor-film director;Xu;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Saki Shiratori;1973-10-20;;Japan;Japan;;;;;1973;;Japanese_people;Japanese_people;;;Yoko;;1399111;794228;Saki Shiratori;Satomi, Yoko;Yôko Satomi;Yōko Satomi;;;Japan;;;Satomi;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1912-12-29;1912-12-29;China;Nanhai_District;China;Nanhai_District;China;People's_Republic_of_China;29;Cantonese opera singer;;;;;;;;;Yam Kim Fai;Jam4 Gim3 Fai1;Rén Jiànhuī;Yam Kim Fai;;Actor;China;Nanhai_District;Cantonese opera singer;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1964-04-27;1964-04-27;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;27;;;;;;Yammie;;;;Lam, Yammie;Yammie Lam Kit Ying;Laam2 Git2 Ying1;Lán Jíe Yīng;;Actor;Hong_Kong;;;Lam;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Kevin Yan;1979-01-24;1979-01-24;China;Shanghai;China;Shanghai;China;People's_Republic_of_China;1979-01-24;Chinese actor-singer;;;;;Kuan;;;;Yan Kuan;Yan, Kuan;Kuan Yan;Yan Kuan;;Actor, singer;China;Shanghai;Chinese actor-singer;Yan;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1971-03-10;;China;Shaanxi;Xi'an;China;China;People's_Republic_of_China;1971;Chinese actor;;;;;Ni;;;;Yan Ni;Yan, Ni;Ni Yan;Yan Ni;;Actress;China;Shaanxi;Chinese actor;Yan;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Mimi;1986-09-12;1986-09-12;Beijing;China;Beijing;China;China;People's_Republic_of_China;1986-09-12;Actress;Han_Chinese;;;;Mi;;;;Yang Mi;Yang, Mi;Joeng4 Mik6;Mi Yang;;Actress, singer, producer;Beijing;China;Actress;Yang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Roger Yang, The Iron Lung Prince (鐵肺王子), The Treble God (高音之神), Music's 101 (音樂界的101);1971-06-05;1971-06-05;Kaohsiung;Taiwan;Kaohsiung;Taiwan;China;People's_Republic_of_China;1971-06-05;Taiwanese singer;;;;;Pei-An;;;;Yang Pei-An;Yang, Pei-An;Pei-An Yang;Yang Pei-An;;Actor;Kaohsiung;Taiwan;Taiwanese singer;Yang;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Nohealani, Nohea Lani, Yasimine Lee, Yasmine, Yasmin Lee;1983-06-03;1983-06-03;Thailand;Thailand;;;;;1983-06-03;American pornographic actor;Thai/Cambodian/Chinese/Brazilian;;Brown;female;Yasmin;Brown;37728;YASMINELEE/gender=m;Lee, Yasmin;Yasmin Lee;Yasmin Lee;;86;;Thailand;;American pornographic actor;Lee;65.772
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Yasmine, Yasmyne;1973-10-01;1973-10-01;Maroc;Morocco;Tahar_Souk;Morocco;;;1973-10-01;Moroccan pornographic actress;Arab;;Brown;female;Yasmine;Brown;52102;Yasmine_Fr;/Lafitte, Yasmine;Yasmine Lafitte;Yasmine /Lafitte;Yasmine Lafitte;31;;Maroc;Morocco;Moroccan pornographic actress;/Lafitte;56.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1972-11-28;1972-11-28;Japan;Tosu,_Saga;Japan;Tosu,_Saga;;;1972-11-28;;Japanese_people;Japanese_people;;;Yasuko;;;;Matsuyuki, Yasuko;Yasuko Matsuyuki;Yasuko Matsuyuki;;;;Japan;Tosu,_Saga;;Matsuyuki;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1984-02-04;1984-02-04;Zhejiang;Zhoushan;Zhejiang;Zhoushan;;;1984-02-04;Actor;;;;;Yedda;;;;Chen, Yedda;Yedda Chen;;;;Actor;Zhoushan, Zhejiang, China;;Actor;Chen;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1963-08-19;;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;1963;Hong Kong musician;;;;;Sai-Wing;;;;Yip Sai Wing;Yip, Sai-Wing;Sai-Wing Yip;Ye4 Shi4 Rong2;;Actor;Hong_Kong;;Hong Kong musician;Yip;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Kumayo, Yoko-chan, Kuma-chan;1982-05-13;1982-05-13;;;;;;;1982-05-13;;Japanese;;;;Yoko;;;;Kumada, Yoko;Yoko Kumada;Yoko Kumada;;;;;;;Kumada;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1982-05-26;1982-05-26;Ibaraki_Prefecture;Japan;Ibaraki_Prefecture;Japan;;;1982-05-26;;Japanese_people;Japanese_people;Brown;;Yoko;Brown;;;Matsugane, Yoko;Yoko Matsugane;Yoko Matsugane;;;;Ibaraki_Prefecture;Japan;;Matsugane;46.0
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Pan Shuhua (潘淑華);1920-02-12;;Fushun;Manchuria;Fushun;Manchuria;China;People's_Republic_of_China;1920;1930.0;;;;;Yoshiko;;945354;;Li Xianglan;Otaka, Yoshiko;Shirley Yamaguchi;Li Xianglan;;Singer, Actress;Fushun;Manchuria;Japanese politician;Otaka;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1971-01-24;;Japan;Kanazawa,_Ishikawa;Japan;Kanazawa,_Ishikawa;;;1971;;Japanese_people;Japanese_people;;;Yoshiya;;;;Minami, Yoshiya;Yoshiya Minami;Yoshiya Minami;;;;Japan;Kanazawa,_Ishikawa;;Minami;73.0
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1963-12-13;1963-12-13;China;Shaanxi;Xi'an;China;China;People's_Republic_of_China;13;Chinese actor;;;;;Yong;;949173;;You Yong;You, Yong;Jau4 Jung5;Yong You;;Actor;China;Shaanxi;Chinese actor;You;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Yoyo Chan;1981-08-27;1981-08-27;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;27;;;;;;Yoyo;;;;Chen, Yoyo;Yoyo Chen;Yoyo Chen;can4 zi6 jiu4;;Actor;Hong_Kong;;;Chen;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1975-08-03;1973-08-03;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;3;;;;;;Yoyo;;;;Mung, Yoyo;Yoyo Mung;Yoyo Mung;mung4 gaa1 wai6;;Actor;Hong_Kong;;;Mung;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Yue Sing-wai;1939-08-16;1939-08-16;Shandong;Shangdong;Shangdong, China;;China;People's_Republic_of_China;16;Chinese actor;;;;;Chenghui;;;;Yu Chenghui;Yu, Chenghui;Chenghui Yu;Jyu4 Sing4 Wai6;;Actor, action director, martial artist;Shangdong, China;;Chinese actor;Yu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1987-11-14;1987-11-14;Guangzhou;Guangzhou;;;China;People's_Republic_of_China;1987-11-14;Chinese singer;;;;;Haoming;;;;Yu Haoming;Yu, Haoming;Haoming Yu;Yu Haoming;;Actor;Guangzhou;;Chinese singer;Yu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1921-06-03;1921-06-03;China;Liaoning;People's_Republic_of_China;Xiuyan;China;People's_Republic_of_China;1921-06-03;Actor;;;;;Lan;;;;Yu Lan;Yu, Lan;Lan Yu;Yu Lan;;Actor;China;Liaoning;Actor;Yu;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1962-10-15;1962-10-15;China;Jiangsu;Jiangyin;Jiangyin,Jiangsu,China;;;15;Founder and current CEO of New Oriental Education & Technology Group Inc.;;;;;Minhong;;;;Yu Minhong;Yu, Minhong;Minhong Yu;Yu Minhong;;;Jiangyin,Jiangsu,China;;Founder and current CEO of New Oriental Education & Technology Group Inc.;Yu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1978-09-05;;China;Dalian;People's_Republic_of_China;China;China;People's_Republic_of_China;1978;Chinese actor;;;;;Nan;;950544;;Yu Nan;Yu, Nan;Nan Yu;Yu Nan;;Film actress;China;Dalian;Chinese actor;Yu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1958-08-30;1958-08-30;Beijing;China;People's_Republic_of_China;Beijing, China;China;People's_Republic_of_China;1958-08-30;Chinese actor;;;;;Rongguang;;;;Yu Rongguang;Yu, Rongguang;Jyu1 Wing4-gwong1;Rongguang Yu;;Actor, martial artist;Beijing;China;Chinese actor;Yu;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1984-08-12;1984-08-12;Aichi;Aichi_Prefecture;Aichi, Japan;;;;12;;Japanese;;Brown;;Yua;Brown;;;Aida, Yua;Yua Aida;;;;;Aichi, Japan;;;Aida;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Justin Yuan;1982-08-23;1982-08-23;China;Hubei;Hubei, China;;China;People's_Republic_of_China;23;Actor;Han_Chinese;;;;Justin;;;;Yuan Hong;Yuan, Justin;Justin Yuan;Yuan Hong;;Actor;Wuhan, Hubei, China;;Actor;Yuan;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1909-03-03;1909-03-03;Ningbo;Zhejiang;Ningbo;Zhejiang;China;People's_Republic_of_China;1909-03-03;Chinese film director;;;;;Muzhi;;950615;;Yuan Muzhi;Yuan, Muzhi;Muzhi Yuan;Yuan Muzhi;;Actor;Ningbo;Zhejiang;Chinese film director;Yuan;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;;;;;;;China;People's_Republic_of_China;;;;;;;;;;;Yuan Wen Qing;Yuan Wen Qing;原文庆;原文慶;;Actor;;;;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Bill Yuen;1957-07-26;;Castle_Peak_Road;Hong_Kong;Castle_Peak_Road;Hong_Kong;China;People's_Republic_of_China;1957;Chinese actor;;;;;Biao;;;;Yuen Biao;Yuen, Biao;Biao Yuen;Jyun4 Biu1;;Actor;Castle_Peak_Road;Hong_Kong;Chinese actor;Yuen;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;;;Guangzhou;;;;China;People's_Republic_of_China;;;;;;;;;;;Yuen Cheung-Yan;Yuen, Cheung-Yan;Yuen Cheung-Yan;袁祥仁;;actor, director, stuntman, fight choreographer;Guangzhou;;Hong Kong actor/film director;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Sam Yuen;1950-09-02;1950-09-02;Hong Kong;;;;China;People's_Republic_of_China;2;Hong Kong actor;;;;;Wah;;;;Yuen Wah;Yuen, Wah;Jyun4 Waa4;Wah Yuen;;Stage_combat;Hong Kong;;Hong Kong actor;Yuen;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1984-06-08;1984-06-08;Gifu;Japan;Gifu;Japan;;;1984-06-08;;Japanese_people;Japanese_people;Brown;;Yui;Brown;;;Tatsumi, Yui;Yui Tatsumi;Yui Tatsumi;;;;Gifu;Japan;;Tatsumi;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Yukkī;1986-01-23;1986-01-23;Otaru,_Hokkaid%C5%8D;Japan;Otaru,_Hokkaid%C5%8D;;;;1986-01-23;Japanese gravure idol, tarento and actress;Japanese;;Brown;;Yukie;Black;;;Kawamura, Yukie;Yukie Kawamura;Yukie Kawamura;;;;Otaru,_Hokkaid%C5%8D;;Japanese gravure idol, tarento and actress;Kawamura;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1977-02-05;1977-02-05;Yamagata_Prefecture;Yamagata_Prefecture;;;;;1977-02-05;;;;;;Yuko;;;;Aoki, Yuko;Yuko Aoki;Yuko Aoki;;;;Yamagata_Prefecture;;;Aoki;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1987-03-24;;Japan;Tokyo;Japan;Tokyo;;;1987;;Japanese_people;Japanese_people;;;Yuma;;;;Asami, Yuma;Yuma Asami;Yuma Asami;;;;Japan;Tokyo;;Asami;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1970-06-27;1970-06-27;Japan;Tokyo;Japan;Tokyo;;;1970-06-27;;;;;;Yumika;;;;Hayashi, Yumika;Yumika Hayashi;Yumika Hayashi;;;;Japan;Tokyo;;Hayashi;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1976-07-28;1976-07-28;Japan;Kanagawa_Prefecture;Japan;Kanagawa_Prefecture;;;1976-07-28;;Japanese_people;Japanese_people;;;Yuri;;464788;;Komuro, Yuri;Yuri Komuro;Yuri Komuro;;;;Japan;Kanagawa_Prefecture;;Komuro;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1987-11-27;1987-11-27;Tokyo;Tokyo;;;;;1987-11-27;;Yamato_people;Yamato_people;Brown;;Yuria;Brown;353201;;Haga, Yuria;Yuria Haga;Yuria Haga;;;;Tokyo;;;Haga;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Yuria Katou, Yuria Katoh;1981-08-31;1981-08-31;Japan;Tokyo;Japan;Tokyo;;;1981-08-31;;Japanese;;;;Yuria;;;;Kato, Yuria;Yuria Kato;Yuria Kato;;;;Japan;Tokyo;;Kato;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Yurizan, Yuri Luv, Sweet Yurizan;1986-11-07;1986-11-02;California;Los_Angeles;Los Angeles, California, U.S.;;;;1986-11-07;Pornographic film actor;Mexican American;;Hazel;female;Yurizan;Dark Brown;Yurizan;;Beltran, Yurizan;Yurizan Beltran;Yurizan Beltran;;47;;California;Los_Angeles;Pornographic film actor;Beltran;55.0
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1976-09-28;1976-09-28;Singapore;Singapore;;;China;People's_Republic_of_China;28;;;;;;Yvonne;;;;Lim, Yvonne;Yvonne Lim;Lín Xiāngpíng;Yvonne Lim;;Actress;Singapore;;;Lim;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Zak Spears;1965-01-15;1965-01-15;Chicago;Illinois;Chicago;Illinois;;;1965-01-15;Tall, muscular hairy man with tatoos and piercings (2);caucasian;;blue;male;Zak;brown;25739;;Spears, Zak;Zak Spears;Zak Spears;;;;Chicago;Illinois;Tall, muscular hairy man with tatoos and piercings;Spears;235
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1974-03-06;;Chicago;;;;;;1974;American pornographic actress;;;;female;;Blonde;Zana;;Zana;Zana;;;173;;Chicago;;American pornographic actress;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Zara, Zara White, Paulina Peters, Amy, Amy Kooiman, Amy Kristensen;1968-11-08;1968-11-08;Hoeksche_Waard;'s-Gravendeel, Hoeksche Waard, Netherlands;;;;;8;Actress;Dutch_people;Dutch_people;Green;female;Zara;Brunette;97;Zara&gender=F;Whites, Zara;Zara Whites;Zara Whites;;;;Hoeksche Waard, Netherlands;;Actress;Whites;49.896
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Zdenka, Zdeňka Popová, Zdenka Novotna;1977-08-06;;Brno;Czechoslovakia;Brno;Czechoslovakia;;;1977;;Czechs;Czechs;Brown;female;Zdenka;Blonde;32302;ZdenkaPodkapova;Podkapova, Zdenka;Zdenka Podkapová;Zdeňka Podkapová;Zdenka Podkapova;;;Brno;Czechoslovakia;;Podkapova;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1970-10-15;;Oregon;Portland,_Oregon;Oregon;Portland,_Oregon;;;1970;American pornographic actor;Caucasian_race;Caucasian_race;Brown;;Zeb;Brown;;;Atlas, Zeb;Zeb Atlas;Zeb Atlas;;;;Oregon;Portland,_Oregon;American pornographic actor;Atlas;102.06
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Jacqueline Chan, A-Fun, Huifen-jie.;1961-02-04;;;;;;China;People's_Republic_of_China;1961;A respected, svelte actress that was critically acclaimed by many viewers.;;;;;Huifen;;;;Zeng Huifen;Zeng, Huifen;Céng Huìfēn;Huifen Zeng;;Television Actress;Singapore, Singapore;;A respected, svelte actress that was critically acclaimed by many viewers.;Zeng;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1956-09-01;1956-09-01;Changsha;China;Hunan;People's_Republic_of_China;China;People's_Republic_of_China;1956-09-01;Chinese actor;;;;;Fengyi;;;;Zhang Fengyi;Zhang, Fengyi;Fengyi Zhang;Zhang Fengyi;;Actor;Changsha;China;Chinese actor;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1969-09-30;1969-09-30;Jiamusi,_Heilongjiang;Jiamusi,_Heilongjiang;;;China;People's_Republic_of_China;1969-09-30;Chinese actor;;;;;Guoqiang;;;;Zhang Gaoqiang;Zhang, Guoqiang;Guoqiang Zhang;Zhang Gaoqiang;;Actor;Jiamusi,_Heilongjiang;;Chinese actor;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1964-12-19;1964-12-19;Beijing;China;People's_Republic_of_China;Beijing;China;People's_Republic_of_China;1964-12-19;Actor;;;;;Hanyu;;;;Zhang Hanyu;Zhang, Hanyu;Hanyu Zhang;Zhang Hanyu;;Actor;Beijing;China;Actor;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1977-02-02;1977-02-02;China;Fujian;People's_Republic_of_China;Yong'an;China;People's_Republic_of_China;1977-02-02;Chinese actor;;;;;Jingchu;;1846368;;Zhang Jingchu;Zhang, Jingchu;Jingchu Zhang;Zhang Jingchu;;Actress;China;Fujian;Chinese actor;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;\Beardy\;1951-08-23;;China;People's_Republic_of_China;China;Shandong;China;People's_Republic_of_China;1951;Chinese film director;;;;;Jizhong;;;;Zhang Jizhong;Zhang, Jizhong;Jizhong Zhang;Zhang Jizhong;;Film director, producer, actor, teacher and writer;China;People's_Republic_of_China;Chinese film director;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1918-06-15;1918-06-15;Baoding;China;Hebei;People's_Republic_of_China;China;People's_Republic_of_China;1918-06-15;Actor;;;;;Ruifang;;1278106;;Ruifang Zhang;Zhang Ruifang;Zhang, Ruifang;Ruifang Zhang;;Actor;Baoding;China;Actor;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Cheung Tit-lam;1957-06-15;1957-06-15;China;Hebei;People's_Republic_of_China;Tangshan;China;People's_Republic_of_China;15;Chinese actor;;;;;Tielin;;;;Zhang Tielin;Zhang, Tielin;Tielin Zhang;Zhang Tielin;;Actor;China;Hebei;Chinese actor;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1967;;;;;;China;People's_Republic_of_China;1967;Chinese film director;;;;;Yang;;955434;;Zhang Yang;Zhang, Yang;Yang Zhang;Zhang Yang;;Actor;;;Chinese film director;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1951-11-14;;China;People's_Republic_of_China;Shaanxi;Xi'an;China;People's_Republic_of_China;1950;Chinese film director;;;;;Yimou;;;;Zhang Yimou;Zhang, Yimou;Yimou Zhang;Zhang Yimou;;Actor;China;People's_Republic_of_China;Chinese film director;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1957-10-19;1957-10-19;China;People's_Republic_of_China;Shanghai;China;China;People's_Republic_of_China;1957-10-19;Actor;;;;;Yu;;955448;;Yu Zhang;Zhang Yu;Zhang,Yu;Yu Zhang;;Actor;China;People's_Republic_of_China;Actor;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Kitty Zhang;1986-08-08;1986-08-08;China;People's_Republic_of_China;Shandong;China;China;People's_Republic_of_China;8;Chinese actor;;;;;Yuqi;;;;Zhang Yuqi;Zhang, Yuqi;Yuqi Zhang;Zhang Yuqi;;actress;China;People's_Republic_of_China;Chinese actor;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1979-02-09;1979-02-09;Beijing;China;Beijing;China;China;People's_Republic_of_China;9;Chinese actress;;;;;Ziyi;;;;Zhang Ziyi;Zhang, Ziyi;Zhang Ziyi;Zhāng Zǐyí;;Actress;Beijing, China;;Chinese actress;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Lirong Zhao;1928-03-11;;China;People's_Republic_of_China;Tianjin;China;China;People's_Republic_of_China;1928;actress;;;;;Lirong;;955487;;Lirong Zhao;Zhao Lirong;Zhao, Lirong;Lirong Zhao;;Actor;China;People's_Republic_of_China;actress;Zhao;
Actor;Agent;Artist;Person;Person;owl#Thing;core#Concept;Person;Vicki Zhao, Wei Zhao;1976-03-12;1976-03-12;Anhui;China;People's_Republic_of_China;Wuhu;China;People's_Republic_of_China;12;Actress, singer;;;;;Wei;;955505;;Vicki Zhao;Zhao Wei;Zhao, Wei;Wei Zhao;;Actress, singer;Anhui;China;Actress, singer;Zhao;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Huanhuan (欢欢), DQ Girl (DQ 女孩);1988-10-29;1987-10-29;China;Jilin;China;Jilin;China;People's_Republic_of_China;29;Chinese actress and model;;;;;Yihuan;;;;Zhao Yihuan;Zhao, Yihuan;Yihuan Zhao;Zhao Yihuan;;Actress, model;China;Jilin;Chinese actress and model;Zhao;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1988-08-25;;China;Kunming;People%E2%80%99s_Republic_of_China;Yunnan;China;People's_Republic_of_China;1988;Chinese dancer;;;;;Yongxin;;;;Zhao YongXin;Zhao, Yongxin;Yongxin Zhao;Zhao YongXin;;Actor;China;Kunming;Chinese dancer;Zhao;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1964-05-27;1964-05-27;Singapore;Singapore;;;China;People's_Republic_of_China;1964-05-27;Singaporean actor;;;;;;;;;Zheng Geping;Zheng Geping;Zhèng Gèpíng;郑各评;;Actor;Singapore;;Singaporean actor;;
